system,qid,doc_precision@k,doc_recall@k,doc_ndcg@k,doc_mrr,sent_precision@k,sent_recall@k,sent_ndcg@k,sent_mrr,evidence_precision,evidence_recall,evidence_f1,full_rationale_recovered,verdict_correct,fever_score,json_valid
BM25,144,0.20000000000000004,1.0,0.6309297535714575,0.5,0.20000000000000004,0.3333333333333333,0.2960819109658652,0.5,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0
BM25,152,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.9197207891481876,1.0,0.611111111111111,0.8333333333333334,0.7000000000000001,1.0,0.0,0.0,1.0
BM25,156,0.20000000000000004,1.0,0.6309297535714575,0.5,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BM25,157,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,166,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BM25,178,0.4000000000000001,0.5,0.3462096432238561,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BM25,203,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.4000000000000001,0.36005461457723403,0.5,1.0,0.4000000000000001,0.5714285714285715,1.0,1.0,1.0,1.0
BM25,22,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,235,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.7039180890341347,1.0,1.0,0.6666666666666666,0.8000000000000002,1.0,1.0,1.0,1.0
BM25,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BM25,245,0.20000000000000004,1.0,0.6309297535714575,0.5,0.20000000000000004,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,256,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.5,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,283,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,290,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.3333333333333333,0.2960819109658652,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0
BM25,308,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.7653606369886217,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0
BM25,330,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BM25,331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BM25,332,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,334,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.3333333333333333,0.46927872602275644,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0
BM25,339,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.5,0.5855700749881525,1.0,0.6666666666666666,0.5,0.5714285714285715,1.0,1.0,1.0,1.0
BM25,340,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.3333333333333333,0.2960819109658652,0.5,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0
BM25,342,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BM25,366,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.43067655807339306,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,381,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.38685280723454163,0.5,1.0,0.5,0.6666666666666666,1.0,0.0,0.0,1.0
BM25,382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,396,0.20000000000000004,1.0,0.43067655807339306,0.25,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BM25,400,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.38685280723454163,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
BM25,414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BM25,430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BM25,441,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,46,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BM25,466,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.3333333333333333,0.46927872602275644,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BM25,47,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5555555555555555,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,482,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,500,0.20000000000000004,1.0,0.6309297535714575,0.5,0.20000000000000004,1.0,0.6309297535714575,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,505,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.9197207891481876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,515,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.2640681225725909,0.25,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,531,0.4000000000000001,0.6666666666666666,0.7653606369886217,1.0,0.4000000000000001,0.6666666666666666,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,541,0.4000000000000001,1.0,0.6934264036172708,0.5,0.20000000000000004,0.3333333333333333,0.23463936301137822,0.3333333333333333,0.5,0.3333333333333333,0.4000000000000001,1.0,1.0,1.0,1.0
BM25,547,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.9197207891481876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,562,0.20000000000000004,1.0,0.6309297535714575,0.5,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,566,0.20000000000000004,1.0,1.0,1.0,0.8000000000000002,1.0,0.9828920819566879,1.0,1.0,0.25,0.4000000000000001,1.0,1.0,1.0,1.0
BM25,568,0.20000000000000004,1.0,0.6309297535714575,0.5,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,58,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,624,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.6131471927654584,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,626,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,661,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.5307212739772434,0.5,0.5,0.3333333333333333,0.4000000000000001,0.0,1.0,0.0,1.0
BM25,665,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.3065735963827292,0.3333333333333333,0.5,0.5,0.5,1.0,1.0,1.0,1.0
BM25,668,0.20000000000000004,1.0,1.0,1.0,0.6,0.75,0.75369761125927,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,1.0,1.0
BM25,669,0.20000000000000004,1.0,1.0,1.0,0.6,0.75,0.787702056960637,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,1.0,1.0
BM25,71,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.6131471927654584,1.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0
BM25,749,0.20000000000000004,1.0,0.43067655807339306,0.25,0.20000000000000004,1.0,0.43067655807339306,0.25,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,76,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.2640681225725909,0.25,0.3333333333333333,0.5,0.4000000000000001,1.0,1.0,1.0,1.0
BM25,788,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.6309297535714575,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,789,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,797,0.20000000000000004,1.0,0.43067655807339306,0.25,0.20000000000000004,1.0,0.43067655807339306,0.25,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,802,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.2640681225725909,0.25,0.5,0.5,0.5,1.0,1.0,1.0,1.0
BM25,807,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,812,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.7039180890341347,1.0,0.5,0.3333333333333333,0.4000000000000001,0.0,1.0,0.0,1.0
BM25,841,0.20000000000000004,1.0,0.6309297535714575,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,856,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BM25,857,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BM25,86,0.4000000000000001,1.0,1.0,1.0,0.4000000000000001,1.0,0.9197207891481876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,881,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.6309297535714575,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,883,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,885,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.6131471927654584,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
BM25,909,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BM25,923,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.6131471927654584,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,928,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0
BM25,930,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.6666666666666666,1.0,0.7777777777777777,1.0,1.0,1.0,1.0
BM25,941,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,942,0.20000000000000004,1.0,0.6309297535714575,0.5,0.20000000000000004,1.0,0.6309297535714575,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,1.0
BM25,955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,965,0.20000000000000004,1.0,0.6309297535714575,0.5,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,977,0.20000000000000004,1.0,0.38685280723454163,0.20000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,984,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.6309297535714575,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,990,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,994,0.20000000000000004,1.0,0.5,0.3333333333333333,0.20000000000000004,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRAG,1000,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.6666666666666666,1.0,0.7777777777777777,1.0,1.0,1.0,1.0
CRAG,1004,0.6,1.0,1.0,1.0,0.8000000000000002,0.5,0.8687949224876582,1.0,1.0,0.375,0.5454545454545454,1.0,1.0,1.0,1.0
CRAG,1005,0.6,1.0,1.0,1.0,0.6,0.375,0.722726572644952,1.0,1.0,0.3333333333333333,0.4969696969696969,1.0,1.0,1.0,1.0
CRAG,1023,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.6309297535714575,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
CRAG,1040,0.20000000000000004,1.0,0.6309297535714575,0.5,0.0,0.0,0.0,0.022243713733075435,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CRAG,1045,0.20000000000000004,1.0,1.0,1.0,0.6666666666666666,0.8333333333333334,0.8788941462442773,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0
CRAG,1050,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.38685280723454163,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0
CRAG,108,0.6,1.0,1.0,1.0,0.6,0.3333333333333333,0.6992148198508502,1.0,1.0,0.2962962962962963,0.45454545454545453,1.0,1.0,1.0,1.0
CRAG,1084,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.1037037037037037,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0
CRAG,109,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5833333333333334,1.0,0.6888888888888888,1.0,1.0,1.0,1.0
CRAG,1090,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,1.0
CRAG,1105,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.6713860725233042,1.0,0.7777777777777777,0.6666666666666666,0.7111111111111111,1.0,1.0,1.0,1.0
CRAG,1141,0.20000000000000004,1.0,1.0,1.0,0.6,1.0,0.6797310500037655,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRAG,1142,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.03518518518518519,0.0,0.0,0.0,0.0,1.0,0.0,1.0
CRAG,1145,0.20000000000000004,1.0,1.0,1.0,0.6,1.0,0.8854598815714874,1.0,0.9166666666666666,1.0,0.9523809523809524,1.0,0.0,0.0,1.0
CRAG,1153,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.9197207891481876,1.0,0.5,0.6666666666666666,0.5555555555555555,1.0,1.0,1.0,1.0
CRAG,1158,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0
CRAG,116,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0
CRAG,1171,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRAG,1210,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0
CRAG,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
CRAG,1227,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRAG,1234,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
CRAG,1238,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRAG,1258,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
CRAG,1265,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRAG,1276,0.20000000000000004,1.0,0.5436432511904858,0.38888888888888884,0.0,0.0,0.0,0.15079365079365079,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CRAG,1311,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.20000000000000004,0.3391602052736162,1.0,0.38888888888888884,0.20000000000000004,0.2619047619047619,1.0,1.0,1.0,1.0
CRAG,1312,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.8333333333333334,1.0,0.8888888888888888,1.0,1.0,1.0,1.0
CRAG,1324,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.9197207891481876,1.0,0.6666666666666666,0.5,0.5555555555555555,1.0,1.0,1.0,1.0
CRAG,1333,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0
CRAG,1355,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRAG,1360,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
CRAG,1366,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.8772153153380492,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
CRAG,1367,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.5012658353418871,0.25,0.6666666666666666,1.0,0.8000000000000002,1.0,1.0,1.0,1.0
CRAG,1373,0.20000000000000004,1.0,1.0,1.0,0.6,0.75,0.6096199500078984,0.5,0.75,0.75,0.75,1.0,1.0,1.0,1.0
CRAG,1381,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.6131471927654584,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0
CRAG,1391,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0
CRAG,1393,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRAG,1406,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRAG,144,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.6713860725233042,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0
CRAG,152,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.8772153153380492,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
CRAG,156,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.5,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
CRAG,157,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRAG,166,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.23719771276929622,0.20000000000000004,0.5,0.5,0.5,1.0,1.0,1.0,1.0
CRAG,178,0.6,0.75,0.75369761125927,1.0,0.4000000000000001,0.2857142857142857,0.27727342735504823,0.25,1.0,0.2857142857142857,0.4444444444444445,1.0,1.0,1.0,1.0
CRAG,203,0.20000000000000004,1.0,1.0,1.0,0.8000000000000002,0.8000000000000002,0.7860137352654725,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,1.0,1.0
CRAG,22,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRAG,235,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0
CRAG,242,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.6309297535714575,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
CRAG,245,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.1074074074074074,0.0,0.0,0.0,0.0,1.0,0.0,1.0
CRAG,256,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.38888888888888884,1.0,0.5555555555555555,1.0,1.0,1.0,1.0
CRAG,283,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
CRAG,290,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.3333333333333333,0.23463936301137822,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0
CRAG,308,0.20000000000000004,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0
CRAG,330,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRAG,331,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.8333333333333334,1.0,0.8888888888888888,1.0,1.0,1.0,1.0
CRAG,332,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRAG,334,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.6461858173485043,0.8333333333333334,0.611111111111111,0.5555555555555555,0.5777777777777778,1.0,1.0,1.0,1.0
CRAG,339,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.5,0.6366824387328317,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0
CRAG,340,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.5307212739772434,0.5,1.0,0.6666666666666666,0.8000000000000002,1.0,1.0,1.0,1.0
CRAG,342,0.20000000000000004,1.0,0.6309297535714575,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
CRAG,366,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRAG,381,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.23719771276929622,0.20000000000000004,0.0,0.0,0.0,0.0,1.0,0.0,1.0
CRAG,382,0.20000000000000004,1.0,0.8769765845238192,0.8333333333333334,0.5333333333333333,0.6666666666666666,0.6462405583961474,0.8333333333333334,1.0,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,1.0
CRAG,396,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.6713860725233042,1.0,1.0,0.6666666666666666,0.8000000000000002,1.0,1.0,1.0,1.0
CRAG,400,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.8503449055347546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRAG,414,0.20000000000000004,1.0,0.5,0.3333333333333333,0.20000000000000004,1.0,0.5,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
CRAG,430,0.20000000000000004,1.0,0.6309297535714575,0.5,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,1.0,0.0,1.0
CRAG,441,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.6309297535714575,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0
CRAG,46,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
CRAG,466,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.13095238095238096,0.0,0.0,0.0,0.0,1.0,0.0,1.0
CRAG,47,0.20000000000000004,1.0,0.6309297535714575,0.5,0.20000000000000004,1.0,0.6309297535714575,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
CRAG,482,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.6309297535714575,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
CRAG,500,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.5,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
CRAG,505,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.9197207891481876,1.0,0.6666666666666666,1.0,0.8000000000000002,1.0,1.0,1.0,1.0
CRAG,515,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.6131471927654584,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
CRAG,531,0.6,1.0,0.9674679834891693,1.0,0.6,1.0,0.9674679834891693,1.0,0.75,1.0,0.8571428571428571,1.0,1.0,1.0,1.0
CRAG,541,0.4000000000000001,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.5307212739772434,0.5,1.0,0.6666666666666666,0.8000000000000002,1.0,1.0,1.0,1.0
CRAG,547,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRAG,548,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.3333333333333333,0.23463936301137822,0.3333333333333333,0.5,0.3333333333333333,0.4000000000000001,1.0,1.0,1.0,1.0
CRAG,55,0.20000000000000004,1.0,0.6309297535714575,0.5,0.6,1.0,0.7122630665145961,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0
CRAG,562,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.8333333333333334,1.0,0.8888888888888888,1.0,1.0,1.0,1.0
CRAG,566,0.20000000000000004,1.0,1.0,1.0,0.6,0.75,0.8318724637288826,1.0,1.0,0.25,0.4000000000000001,1.0,1.0,1.0,1.0
